"","title","id","full.name","name_age","species","gender","age.stage","rs_frequency","author","newID","age.stage.original","age_recoded","all_ages_char","freq_sum"
"3433","ROWLING_harrypotterandthedeathlyhallows_2007","andromeda","Andromeda Tonks / Black","AndromedaTonks/Black_middleadult_char","human","female",41,45,"ROWLING","Andromeda_Tonks__Black_ROWLING_char","middleadult","old","old old",56
"3434","ROWLING_harrypotterandthedeathlyhallows_2007","angelina19","Angelina Johnson","AngelinaJohnson_19.0_char","human","female",19,2,"ROWLING","Angelina_Johnson_ROWLING_char","19","young","young young young young young young young young",299
"3436","ROWLING_harrypotterandthedeathlyhallows_2007","antioch","Antioch Peverell","AntiochPeverell_adult_char","human","male",45,53,"ROWLING","Antioch_Peverell_ROWLING_char","adult","old","old",53
"3453","ROWLING_harrypotterandthedeathlyhallows_2007","bagshot","Bathilda Bagshot","BathildaBagshot_adult_char","human","female",45,41,"ROWLING","Bathilda_Bagshot_ROWLING_char","adult","old","old old old",134
"3454","ROWLING_harrypotterandthedeathlyhallows_2007","bagshotdeep","Bathilda Bagshot","BathildaBagshot_deepoldadult_char","human","female",60,92,"ROWLING","Bathilda_Bagshot_ROWLING_char","deepoldadult","old","old old old",134
"3455","ROWLING_harrypotterandthedeathlyhallows_2007","bane","Bane","Bane_adult_char","supernatural","male",45,2,"ROWLING","Bane_ROWLING_char","adult","old","old old old",51
"3467","ROWLING_harrypotterandthedeathlyhallows_2007","binns","Cuthbert Binns","CuthbertBinns_deepoldadult_char","supernatural","male",60,1,"ROWLING","Cuthbert_Binns_ROWLING_char","deepoldadult","old","old old old old old",50
"3469","ROWLING_harrypotterandthedeathlyhallows_2007","bogrod","Bogrod","Bogrod_oldadult_char","supernatural","male",60,70,"ROWLING","Bogrod_ROWLING_char","oldadult","old","old",70
"3470","ROWLING_harrypotterandthedeathlyhallows_2007","borgin","Borgin","Borgin_adult_char","human","male",45,2,"ROWLING","Borgin_ROWLING_char","adult","old","old old old",121
"3475","ROWLING_harrypotterandthedeathlyhallows_2007","cadmus","Cadmus Peverell","CadmusPeverell_adult_char","human","male",45,55,"ROWLING","Cadmus_Peverell_ROWLING_char","adult","old","old",55
"3477","ROWLING_harrypotterandthedeathlyhallows_2007","cedric17","Cedric Diggory","CedricDiggory_17.0_char","human","male",17,5,"ROWLING","Cedric_Diggory_ROWLING_char","17","young","young young young young young young",866
"3480","ROWLING_harrypotterandthedeathlyhallows_2007","cho18","Cho Chang","ChoChang_18.0_char","human","female",18,25,"ROWLING","Cho_Chang_ROWLING_char","18","young","young young young young young young young young young",745
"3481","ROWLING_harrypotterandthedeathlyhallows_2007","colin16","Colin Creevey","ColinCreevey_16.0_char","human","male",16,7,"ROWLING","Colin_Creevey_ROWLING_char","16","young","young young young young young young",195
"3482","ROWLING_harrypotterandthedeathlyhallows_2007","crabbe12","Vincent Crabbe","VincentCrabbe_12.0_char","human","male",12,1,"ROWLING","Vincent_Crabbe_ROWLING_char","12","young","young young young young young young young young young young",444
"3483","ROWLING_harrypotterandthedeathlyhallows_2007","crabbe17","Vincent Crabbe","VincentCrabbe_17.0_char","human","male",17,68,"ROWLING","Vincent_Crabbe_ROWLING_char","17","young","young young young young young young young young young young",444
"3484","ROWLING_harrypotterandthedeathlyhallows_2007","crabbeadolescent","Vincent Crabbe","VincentCrabbe_adolescent_char","human","male",15,1,"ROWLING","Vincent_Crabbe_ROWLING_char","adolescent","young","young young young young young young young young young young",444
"3488","ROWLING_harrypotterandthedeathlyhallows_2007","dean17","Dean Thomas","DeanThomas_17.0_char","human","male",17,173,"ROWLING","Dean_Thomas_ROWLING_char","17","young","young young young young young young young young",459
"3489","ROWLING_harrypotterandthedeathlyhallows_2007","deanchild","Dean Thomas","DeanThomas_child_char","human","male",10,2,"ROWLING","Dean_Thomas_ROWLING_char","child","young","young young young young young young young young",459
"3493","ROWLING_harrypotterandthedeathlyhallows_2007","dippet","Armando Dippet","ArmandoDippet_oldadult_char","human","male",60,1,"ROWLING","Armando_Dippet_ROWLING_char","oldadult","old","old old old old old",64
"3494","ROWLING_harrypotterandthedeathlyhallows_2007","dobby","Dobby","Dobby_adult_char","supernatural","male",45,133,"ROWLING","Dobby_ROWLING_char","adult","old","old old old old old old",1018
"3495","ROWLING_harrypotterandthedeathlyhallows_2007","dolohov","Antonin Dolohov","AntoninDolohov_adult_char","human","male",45,75,"ROWLING","Antonin_Dolohov_ROWLING_char","adult","old","old old old old",145
"3545","ROWLING_harrypotterandthedeathlyhallows_2007","filch","Argus Filch","ArgusFilch_middleadult_char","human","male",41,13,"ROWLING","Argus_Filch_ROWLING_char","middleadult","old","old old old old old old old",599
"3546","ROWLING_harrypotterandthedeathlyhallows_2007","firenze","Firenze","Firenze_adult_char","supernatural","male",45,6,"ROWLING","Firenze_ROWLING_char","adult","old","old old old old",206
"3547","ROWLING_harrypotterandthedeathlyhallows_2007","flamel","Nicolas Flamel","NicolasFlamel_deepoldadult_char","human","male",60,2,"ROWLING","Nicolas_Flamel_ROWLING_char","deepoldadult","old","old old",57
"3549","ROWLING_harrypotterandthedeathlyhallows_2007","fletcher","Mundungus Fletcher","MundungusFletcher_adult_char","human","male",45,148,"ROWLING","Mundungus_Fletcher_ROWLING_char","adult","old","old old old old old",400
"3557","ROWLING_harrypotterandthedeathlyhallows_2007","fred19","Fred Weasley","FredWeasley_19.0_char","human","male",19,183,"ROWLING","Fred_Weasley_ROWLING_char","19","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3558","ROWLING_harrypotterandthedeathlyhallows_2007","fredadolescent","Fred Weasley","FredWeasley_adolescent_char","human","male",15,1,"ROWLING","Fred_Weasley_ROWLING_char","adolescent","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3559","ROWLING_harrypotterandthedeathlyhallows_2007","fredchild","Fred Weasley","FredWeasley_child_char","human","male",10,1,"ROWLING","Fred_Weasley_ROWLING_char","child","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young young young young",2657
"3560","ROWLING_harrypotterandthedeathlyhallows_2007","fudge","Cornelius Fudge","CorneliusFudge_adult_char","human","male",45,1,"ROWLING","Cornelius_Fudge_ROWLING_char","adult","old","old old old old old old old",1348
"3561","ROWLING_harrypotterandthedeathlyhallows_2007","gabrielle11","Gabrielle Delacour","GabrielleDelacour_11.0_char","human","female",11,25,"ROWLING","Gabrielle_Delacour_ROWLING_char","11","young","young young young young young",99
"3562","ROWLING_harrypotterandthedeathlyhallows_2007","gabrielle8","Gabrielle Delacour","GabrielleDelacour_8.0_char","human","female",8,2,"ROWLING","Gabrielle_Delacour_ROWLING_char","8","young","young young young young young",99
"3563","ROWLING_harrypotterandthedeathlyhallows_2007","george19","George Weasley","GeorgeWeasley_19.0_char","human","male",19,150,"ROWLING","George_Weasley_ROWLING_char","19","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"3564","ROWLING_harrypotterandthedeathlyhallows_2007","georgechild","George Weasley","GeorgeWeasley_child_char","human","male",10,1,"ROWLING","George_Weasley_ROWLING_char","child","young","young young young young young young young young young young young young young young young young young young young young young young young young young young young",2379
"3576","ROWLING_harrypotterandthedeathlyhallows_2007","goyle12","Gregory Goyle","GregoryGoyle_12.0_char","human","male",12,2,"ROWLING","Gregory_Goyle_ROWLING_char","12","young","young young young young young young young young young young",429
"3577","ROWLING_harrypotterandthedeathlyhallows_2007","goyle17","Gregory Goyle","GregoryGoyle_17.0_char","human","male",17,47,"ROWLING","Gregory_Goyle_ROWLING_char","17","young","young young young young young young young young young young",429
"3579","ROWLING_harrypotterandthedeathlyhallows_2007","gregorovitch","Mykew Gregorovitch","MykewGregorovitch_deepoldadult_char","human","male",60,87,"ROWLING","Mykew_Gregorovitch_ROWLING_char","deepoldadult","old","old old old",102
"3580","ROWLING_harrypotterandthedeathlyhallows_2007","gregorovitchadult","Mykew Gregorovitch","MykewGregorovitch_adult_char","human","male",45,14,"ROWLING","Mykew_Gregorovitch_ROWLING_char","adult","old","old old old",102
"3581","ROWLING_harrypotterandthedeathlyhallows_2007","greyback","Fenrir Greyback","FenrirGreyback_adult_char","supernatural","male",45,156,"ROWLING","Fenrir_Greyback_ROWLING_char","adult","old","old old",253
"3592","ROWLING_harrypotterandthedeathlyhallows_2007","griphook","Griphook","Griphook_adult_char","supernatural","male",45,505,"ROWLING","Griphook_ROWLING_char","adult","old","old old",526
"3620","ROWLING_harrypotterandthedeathlyhallows_2007","hepzibah","Hepzibah Smith","HepzibahSmith_adult_char","human","female",45,1,"ROWLING","Hepzibah_Smith_ROWLING_char","adult","old","old old",106
"3650","ROWLING_harrypotterandthedeathlyhallows_2007","karkaroff","Igor Karkaroff","IgorKarkaroff_adult_char","human","male",45,8,"ROWLING","Igor_Karkaroff_ROWLING_char","adult","old","old old old",570
"3651","ROWLING_harrypotterandthedeathlyhallows_2007","katie18","Katie Bell","KatieBell_18.0_char","human","female",18,2,"ROWLING","Katie_Bell_ROWLING_char","18","young","young young young young young young young",249
"3652","ROWLING_harrypotterandthedeathlyhallows_2007","kendra","Kendra Dumbledore","KendraDumbledore_adult_char","human","female",45,95,"ROWLING","Kendra_Dumbledore_ROWLING_char","adult","old","old",95
"3653","ROWLING_harrypotterandthedeathlyhallows_2007","kreacher","Kreacher","Kreacher_oldadult_char","supernatural","male",60,348,"ROWLING","Kreacher_ROWLING_char","oldadult","old","old old old",794
"3658","ROWLING_harrypotterandthedeathlyhallows_2007","lavender16","Lavender Brown","LavenderBrown_16.0_char","human","female",16,1,"ROWLING","Lavender_Brown_ROWLING_char","16","young","young young young young young young young young",292
"3659","ROWLING_harrypotterandthedeathlyhallows_2007","lavender17","Lavender Brown","LavenderBrown_17.0_char","human","female",17,2,"ROWLING","Lavender_Brown_ROWLING_char","17","young","young young young young young young young young",292
"3660","ROWLING_harrypotterandthedeathlyhallows_2007","lee19","Lee Jordan","LeeJordan_19.0_char","human","male",19,32,"ROWLING","Lee_Jordan_ROWLING_char","19","young","young young young young young young young young",175
"3682","ROWLING_harrypotterandthedeathlyhallows_2007","luna16","Luna Lovegood","LunaLovegood_16.0_char","human","female",16,418,"ROWLING","Luna_Lovegood_ROWLING_char","16","young","young young young young young young young young young young",1047
"3684","ROWLING_harrypotterandthedeathlyhallows_2007","lunachild","Luna Lovegood","LunaLovegood_child_char","human","female",10,5,"ROWLING","Luna_Lovegood_ROWLING_char","child","young","young young young young young young young young young young",1047
"3694","ROWLING_harrypotterandthedeathlyhallows_2007","macmillan17","Ernie McMillan","ErnieMcMillan_17.0_char","human","male",17,17,"ROWLING","Ernie_McMillan_ROWLING_char","17","young","young young young",105
"3695","ROWLING_harrypotterandthedeathlyhallows_2007","macnair","Walden Macnair","WaldenMacnair_adult_char","human","male",45,1,"ROWLING","Walden_Macnair_ROWLING_char","adult","old","old old old",89
"3704","ROWLING_harrypotterandthedeathlyhallows_2007","mcgonagall","Minerva McGonagall","MinervaMcGonagall_oldadult_char","human","female",60,185,"ROWLING","Minerva_McGonagall_ROWLING_char","oldadult","old","old old old old old old old old",2015
"3705","ROWLING_harrypotterandthedeathlyhallows_2007","michael17","Michael Corner","MichaelCorner_17.0_char","human","male",17,15,"ROWLING","Michael_Corner_ROWLING_char","17","young","young young young young young",53
"3707","ROWLING_harrypotterandthedeathlyhallows_2007","moody","Alastor Moody","AlastorMoody_oldadult_char","human","male",60,139,"ROWLING","Alastor_Moody_ROWLING_char","oldadult","old","old old old old old",444
"3717","ROWLING_harrypotterandthedeathlyhallows_2007","nagini","Nagini","Nagini_adult_char","supernatural","female",45,105,"ROWLING","Nagini_ROWLING_char","adult","old","old",105
"3725","ROWLING_harrypotterandthedeathlyhallows_2007","ogden","Bob Ogden","BobOgden_adult_char","human","male",45,3,"ROWLING","Bob_Ogden_ROWLING_char","adult","old","old old",170
"3727","ROWLING_harrypotterandthedeathlyhallows_2007","ollivander","Garrick Ollivander","GarrickOllivander_oldadult_char","human","male",60,205,"ROWLING","Garrick_Ollivander_ROWLING_char","oldadult","old","old old old old old",318
"3729","ROWLING_harrypotterandthedeathlyhallows_2007","padma17","Padma Patil","PadmaPatil_17.0_char","human","female",17,8,"ROWLING","Padma_Patil_ROWLING_char","17","young","young young young young young young",58
"3731","ROWLING_harrypotterandthedeathlyhallows_2007","pansy17","Pansy Parkinson","PansyParkinson_17.0_char","human","female",17,8,"ROWLING","Pansy_Parkinson_ROWLING_char","17","young","young young young young young young",120
"3732","ROWLING_harrypotterandthedeathlyhallows_2007","parvati17","Parvati Patil","ParvatiPatil_17.0_char","human","female",17,3,"ROWLING","Parvati_Patil_ROWLING_char","17","young","young young young young young young young",288
"3749","ROWLING_harrypotterandthedeathlyhallows_2007","phineas","Phineas Nigellus Black","PhineasNigellusBlack_oldadult_char","animated object","male",60,107,"ROWLING","Phineas_Nigellus_Black_ROWLING_char","oldadult","old","old old old",225
"3750","ROWLING_harrypotterandthedeathlyhallows_2007","pomfrey","Poppy Pomfrey","PoppyPomfrey_adult_char","human","female",45,2,"ROWLING","Poppy_Pomfrey_ROWLING_char","adult","old","old old old old old old old",303
"3753","ROWLING_harrypotterandthedeathlyhallows_2007","reginald","Reginald Cattermole","ReginaldCattermole_adult_char","human","male",45,78,"ROWLING","Reginald_Cattermole_ROWLING_char","adult","old","old",78
"3761","ROWLING_harrypotterandthedeathlyhallows_2007","roger16","Roger Davies","RogerDavies_16.0_char","human","male",16,2,"ROWLING","Roger_Davies_ROWLING_char","16","young","young young young young",69
"3772","ROWLING_harrypotterandthedeathlyhallows_2007","rookwood","Augustus Rookwood","AugustusRookwood_adult_char","human","male",45,3,"ROWLING","Augustus_Rookwood_ROWLING_char","adult","old","old old old",63
"3778","ROWLING_harrypotterandthedeathlyhallows_2007","rowle","Thorfinn Rowle","ThorfinnRowle_adult_char","human","male",45,58,"ROWLING","Thorfinn_Rowle_ROWLING_char","adult","old","old old",92
"3783","ROWLING_harrypotterandthedeathlyhallows_2007","scrimgeour","Rufus Scrimgeour","RufusScrimgeour_adult_char","human","male",45,166,"ROWLING","Rufus_Scrimgeour_ROWLING_char","adult","old","old old old",455
"3784","ROWLING_harrypotterandthedeathlyhallows_2007","seamus17","Seamus Finnigan","SeamusFinnigan_17.0_char","human","male",17,27,"ROWLING","Seamus_Finnigan_ROWLING_char","17","young","young young young young young young young young",324
"3786","ROWLING_harrypotterandthedeathlyhallows_2007","shacklebolt","Kingsley Shacklebolt","KingsleyShacklebolt_adult_char","human","male",45,108,"ROWLING","Kingsley_Shacklebolt_ROWLING_char","adult","old","old old old",203
"3820","ROWLING_harrypotterandthedeathlyhallows_2007","sprout","Pomona Sprout","PomonaSprout_adult_char","human","female",45,29,"ROWLING","Pomona_Sprout_ROWLING_char","adult","old","old old old old old old old",191
